         1250288 function calls (1197757 primitive calls) in 2.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 typeinfer.py:997(_get_return_vars)
        1    0.000    0.000    0.000    0.000 cpu.py:120(get_env_body)
      213    0.000    0.000    0.000    0.000 byteflow.py:1906(push)
      144    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        9    0.000    0.000    0.000    0.000 instructions.py:602(descr)
       25    0.000    0.000    0.000    0.000 typeinfer.py:1748(typeof_intrinsic_call)
       14    0.000    0.000    0.000    0.000 controlflow.py:65(__eq__)
        7    0.000    0.000    0.000    0.000 untyped_passes.py:1785(run_pass)
      184    0.000    0.000    0.000    0.000 builder.py:173(_label_suffix)
       56    0.000    0.000    0.000    0.000 old_builtins.py:436(generic)
        1    0.000    0.000    0.000    0.000 context.py:162(meminfo_alloc_aligned_unchecked)
       96    0.000    0.000    0.000    0.000 enum.py:1507(_get_value)
        7    0.000    0.000    0.000    0.000 utils.py:404(__init__)
      244    0.000    0.000    0.000    0.000 abstract.py:28(_on_type_disposal)
       17    0.000    0.000    0.000    0.000 imputils.py:317(iternext_impl)
       28    0.000    0.000    0.000    0.000 old_builtins.py:956(generic)
        1    0.000    0.000    0.000    0.000 unicode_support.py:62(_PyUnicode_TyperecordMasks)
        7    0.000    0.000    0.000    0.000 interpreter.py:1240(peep_hole_split_at_pop_block)
       35    0.000    0.000    0.000    0.000 ir_utils.py:2260(<listcomp>)
        7    0.000    0.000    0.000    0.000 byteflow.py:917(op_POP_JUMP_FORWARD_IF_FALSE)
      158    0.000    0.000    0.000    0.000 ir.py:1190(get_exact)
      104    0.000    0.000    0.000    0.000 values.py:870(add)
      240    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       16    0.000    0.000    0.000    0.000 ffi.py:394(__hash__)
       42    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
      691    0.000    0.000    0.000    0.000 inspect.py:2722(name)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1562(__init__)
      464    0.000    0.000    0.000    0.000 functions.py:306(<dictcomp>)
      253    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      205    0.000    0.000    0.000    0.000 interpreter.py:86(get_assignment_source)
       42    0.000    0.000    0.000    0.000 extending.py:577(is_jitted)
      476    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       17    0.000    0.000    0.000    0.000 old_builtins.py:360(constant_dummy)
       73    0.000    0.000    0.000    0.000 types.py:552(__eq__)
      184    0.000    0.000    0.000    0.000 transforms.py:37(visit_Instruction)
       39    0.000    0.000    0.000    0.000 ir.py:1277(copy)
      504    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        6    0.000    0.000    0.000    0.000 arraydecl.py:302(resolve_shape)
       35    0.000    0.000    0.000    0.000 static_raise.py:46(match)
      745    0.000    0.000    0.000    0.000 types.py:320(wrap_constant_value)
        7    0.000    0.000    0.000    0.000 context.py:93(match)
       19    0.000    0.000    0.000    0.000 <frozen ntpath>:231(splitext)
       51    0.000    0.000    0.000    0.000 contextlib.py:534(_push_cm_exit)
        7    0.000    0.000    0.000    0.000 byteflow.py:873(_op_POP_JUMP_IF)
        5    0.000    0.000    0.000    0.000 dispatcher.py:295(add_overload)
        5    0.000    0.000    0.000    0.000 common.py:49(__init__)
       41    0.000    0.000    0.000    0.000 values.py:519(__init__)
       22    0.000    0.000    0.000    0.000 base.py:803(get_dummy_value)
       58    0.000    0.000    0.000    0.000 functions.py:512(__hash__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1288(nrt_adapt_ndarray_from_python)
        6    0.000    0.000    0.000    0.000 typing.py:715(<genexpr>)
        1    0.000    0.000    0.000    0.000 ccallback.py:1(<module>)
       51    0.000    0.000    0.000    0.000 base.py:1150(add_linking_libs)
        5    0.000    0.000    0.000    0.000 typing.py:1376(__init__)
       13    0.000    0.000    0.000    0.000 containers.py:59(__init__)
      495    0.000    0.000    0.000    0.000 analysis.py:141(<genexpr>)
      213    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       43    0.000    0.000    0.000    0.000 context.py:19(__init__)
        6    0.000    0.000    0.000    0.000 typed_passes.py:955(<listcomp>)
        1    0.000    0.000    0.000    0.000 slicing.py:1(<module>)
       56    0.000    0.000    0.000    0.000 enumdecl.py:48(generic)
        6    0.000    0.000    0.000    0.000 interpreter.py:2730(op_BUILD_TUPLE)
        7    0.000    0.000    0.000    0.000 interpreter.py:1494(_legalize_exception_vars)
       33    0.000    0.000    0.000    0.000 interpreter.py:1875(insert_block)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:456(_parse_sub)
      355    0.000    0.000    0.000    0.000 lowering.py:316(notify_loc)
      747    0.000    0.000    0.000    0.000 misc.py:128(key)
      119    0.000    0.000    0.000    0.000 templates.py:288(get_impl_key)
      209    0.000    0.000    0.000    0.000 utils.py:241(__len__)
        4    0.000    0.000    0.000    0.000 typeinfer.py:381(__call__)
      541    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       58    0.000    0.000    0.000    0.000 dispatcher.py:677(__repr__)
      162    0.000    0.000    0.000    0.000 typeinfer.py:44(__init__)
        1    0.000    0.000    0.000    0.000 _compiler.py:573(_code)
       34    0.000    0.000    0.000    0.000 typeof.py:128(_typeof_int)
        6    0.000    0.000    0.000    0.000 byteflow.py:1401(op_BUILD_TUPLE)
        9    0.000    0.000    0.000    0.000 __init__.py:515(string_at)
       98    0.000    0.000    0.000    0.000 npydecl.py:185(ufunc)
        9    0.000    0.000    0.000    0.000 builder.py:990(phi)
       84    0.000    0.000    0.000    0.000 __init__.py:587(__init__)
        1    0.000    0.000    0.000    0.000 old_numbers.py:550(_implement_integer_operators)
       20    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       17    0.000    0.000    0.000    0.000 templates.py:1317(__init__)
      304    0.000    0.000    0.000    0.000 llvm_pass_timings.py:292(record)
       36    0.000    0.000    0.000    0.000 lowering.py:765(try_static_impl)
      374    0.000    0.000    0.000    0.000 types.py:440(__init__)
      416    0.000    0.000    0.000    0.000 values.py:1064(align)
       98    0.000    0.000    0.000    0.000 ufunc_db.py:34(get_ufunc_info)
       14    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      446    0.000    0.000    0.000    0.000 abstract.py:115(__repr__)
        3    0.000    0.000    0.000    0.000 instructions.py:299(<listcomp>)
       16    0.000    0.000    0.000    0.000 ir.py:428(call)
       82    0.000    0.000    0.000    0.000 containers.py:133(<genexpr>)
     1231    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      724    0.000    0.000    0.000    0.000 old_models.py:132(has_nrt_meminfo)
       14    0.000    0.000    0.000    0.000 byteflow.py:495(op_LOAD_CONST)
      189    0.000    0.000    0.000    0.000 compiler_machinery.py:68(analysis)
        5    0.000    0.000    0.000    0.000 abstract.py:253(unify)
      183    0.000    0.000    0.000    0.000 bytecode.py:138(__repr__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:732(list_getitem)
        5    0.000    0.000    0.000    0.000 typing.py:168(_type_check)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1342(return_none)
      756    0.000    0.000    0.000    0.000 ffi.py:353(_dispose)
      378    0.000    0.000    0.000    0.000 compiler_machinery.py:279(debug_print)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       28    0.000    0.000    0.000    0.000 controlflow.py:80(_non_empty_items)
       12    0.000    0.000    0.000    0.000 enum.py:943(_get_mixins_)
       86    0.000    0.000    0.000    0.000 instructions.py:26(module)
       56    0.000    0.000    0.000    0.000 npydecl.py:687(generic)
      324    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 getlimits.py:621(tiny)
      555    0.000    0.000    0.000    0.000 old_models.py:89(traverse)
       18    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        5    0.000    0.000    0.000    0.000 interpreter.py:2682(op_GET_ITER)
        7    0.000    0.000    0.000    0.000 typeinfer.py:948(__init__)
        8    0.000    0.000    0.000    0.000 byteflow.py:950(op_RETURN_VALUE)
       88    0.000    0.000    0.000    0.000 dis.py:639(findlinestarts)
        2    0.000    0.000    0.000    0.000 old_models.py:1081(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
      211    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        7    0.000    0.000    0.000    0.000 context.py:75(finditer)
        5    0.000    0.000    0.000    0.000 base.py:388(insert_user_function)
        1    0.000    0.000    0.000    0.000 __init__.py:805(zip_children)
       10    0.000    0.000    0.000    0.000 cloudpickle.py:1270(__init__)
        2    0.000    0.000    0.000    0.000 old_hashing.py:561(_gen_siphash)
      283    0.000    0.000    0.000    0.000 templates.py:1025(__init__)
       57    0.000    0.000    0.000    0.000 sigutils.py:43(check_type)
       18    0.000    0.000    0.000    0.000 __init__.py:339(__getattr__)
     18/8    0.000    0.000    0.000    0.000 functools.py:723(<listcomp>)
        4    0.000    0.000    0.000    0.000 getlimits.py:598(smallest_normal)
       66    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        7    0.000    0.000    0.000    0.000 compiler.py:295(compile_result)
       39    0.000    0.000    0.000    0.000 cgutils.py:228(_get_be_type)
       82    0.000    0.000    0.000    0.000 values.py:1057(_expand)
        1    0.000    0.000    0.000    0.000 zipfile.py:2410(__init__)
      240    0.000    0.000    0.000    0.000 ir.py:392(__setattr__)
       52    0.000    0.000    0.000    0.000 old_models.py:457(get_argument_type)
      659    0.000    0.000    0.000    0.000 abstract.py:158(is_precise)
       35    0.000    0.000    0.000    0.000 ir_print.py:59(match)
        4    0.000    0.000    0.000    0.000 templates.py:108(as_method)
       10    0.000    0.000    0.000    0.000 cloudpickle.py:278(_lookup_module_and_qualname)
       64    0.000    0.000    0.000    0.000 __init__.py:193(__init__)
      466    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 arrayobj.py:4440(ol_np_empty)
       33    0.000    0.000    0.000    0.000 typeinfer.py:87(lock)
       56    0.000    0.000    0.000    0.000 listdecl.py:129(generic)
      324    0.000    0.000    0.000    0.000 context.py:40(_require_nrt)
       69    0.000    0.000    0.000    0.000 templates.py:127(as_function)
        5    0.000    0.000    0.000    0.000 inline_closurecall.py:1032(_inline_arraycall)
       51    0.000    0.000    0.000    0.000 base.py:1194(__getattr__)
      242    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
      251    0.000    0.000    0.000    0.000 utils.py:763(__init__)
       71    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
       69    0.000    0.000    0.000    0.000 old_models.py:500(<listcomp>)
        7    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
      558    0.000    0.000    0.000    0.000 context.py:640(<lambda>)
       37    0.000    0.000    0.000    0.000 byteflow.py:2049(<listcomp>)
        2    0.000    0.000    0.000    0.000 old_tupleobj.py:346(static_getitem_tuple)
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
       68    0.000    0.000    0.000    0.000 utils.py:718(get_hashable_key)
       57    0.000    0.000    0.000    0.000 types.py:549(_to_string)
       69    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      504    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 pythonapi.py:1194(make_none)
      430    0.000    0.000    0.000    0.000 typeinfer.py:119(defined)
        2    0.000    0.000    0.000    0.000 base.py:1001(make_array)
        3    0.000    0.000    0.000    0.000 arrayobj.py:132(load_item)
        8    0.000    0.000    0.000    0.000 ir_utils.py:2209(resolve_func_from_module)
      410    0.000    0.000    0.000    0.000 old_models.py:233(get_value_type)
        5    0.000    0.000    0.000    0.000 cpu.py:199(<listcomp>)
      320    0.000    0.000    0.000    0.000 inspect.py:3015(parameters)
       60    0.000    0.000    0.000    0.000 targetconfig.py:114(setter)
       24    0.000    0.000    0.000    0.000 types.py:617(<listcomp>)
       22    0.000    0.000    0.000    0.000 cgutils.py:460(if_unlikely)
      181    0.000    0.000    0.000    0.000 instructions.py:739(<listcomp>)
       16    0.000    0.000    0.000    0.000 registry.py:9(wraps)
      166    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        2    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
       64    0.000    0.000    0.000    0.000 __init__.py:442(_make)
      309    0.000    0.000    0.000    0.000 bytecode.py:411(find_exception_entry)
        1    0.000    0.000    0.000    0.000 old_models.py:1134(__init__)
       38    0.000    0.000    0.000    0.000 pathlib.py:523(_format_parsed_parts)
       30    0.000    0.000    0.000    0.000 collections.py:43(generic)
       19    0.000    0.000    0.000    0.000 manager.py:23(register)
      309    0.000    0.000    0.000    0.000 byteflow.py:52(__init__)
       21    0.000    0.000    0.000    0.000 old_mathimpl.py:139(unary_math_extern)
        7    0.000    0.000    0.000    0.000 typeinfer.py:1324(_unify_return_types)
      189    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
      134    0.000    0.000    0.000    0.000 types.py:181(gep)
        8    0.000    0.000    0.000    0.000 inspect.py:3215(__str__)
        1    0.000    0.000    0.000    0.000 zipfile.py:2286(make)
      182    0.000    0.000    0.000    0.000 controlflow.py:134(set_entry_point)
        3    0.000    0.000    0.000    0.000 old_numbers.py:35(int_add_impl)
        1    0.000    0.000    0.000    0.000 context.py:328(meminfo_data)
        3    0.000    0.000    0.000    0.000 base.py:491(unpack_value)
       59    0.000    0.000    0.000    0.000 copyreg.py:104(__newobj__)
      294    0.000    0.000    0.000    0.000 numpy_support.py:408(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 byteflow.py:1576(_binaryop)
       19    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
      123    0.000    0.000    0.000    0.000 byteflow.py:1910(pop)
      196    0.000    0.000    0.000    0.000 numpy_support.py:407(<genexpr>)
        1    0.000    0.000    0.000    0.000 printimpl.py:1(<module>)
       63    0.000    0.000    0.000    0.000 imputils.py:144(_decorate_getattr)
        7    0.000    0.000    0.000    0.000 typed_passes.py:127(legalize_return_type)
        7    0.000    0.000    0.000    0.000 controlflow.py:223(_in_loops)
       35    0.000    0.000    0.000    0.000 inline_closurecall.py:1591(__init__)
        7    0.000    0.000    0.000    0.000 templates.py:84(__hash__)
      394    0.000    0.000    0.000    0.000 interpreter.py:1774(current_scope)
      109    0.000    0.000    0.000    0.000 ir.py:594(<genexpr>)
      118    0.000    0.000    0.000    0.000 typeinfer.py:144(append)
       82    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       19    0.000    0.000    0.000    0.000 pathlib.py:546(__fspath__)
        7    0.000    0.000    0.000    0.000 byteflow.py:933(op_JUMP_BACKWARD)
        1    0.000    0.000    0.000    0.000 cgutils.py:261(__init__)
      102    0.000    0.000    0.000    0.000 typeinfer.py:1101(propagate_refined_type)
      118    0.000    0.000    0.000    0.000 typeinfer.py:1204(<genexpr>)
      119    0.000    0.000    0.000    0.000 old_models.py:139(<genexpr>)
        9    0.000    0.000    0.000    0.000 instructions.py:597(__init__)
      298    0.000    0.000    0.000    0.000 registry.py:25(target_context)
        8    0.000    0.000    0.000    0.000 codegen.py:529(__init__)
       12    0.000    0.000    0.000    0.000 containers.py:203(<listcomp>)
        8    0.000    0.000    0.000    0.000 old_builtins.py:604(generic)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3328(prod)
       57    0.000    0.000    0.000    0.000 ffi.py:368(__enter__)
        2    0.000    0.000    0.000    0.000 listobject.py:694(_gen_getitem)
      534    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       81    0.000    0.000    0.000    0.000 __init__.py:118(valid)
        8    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
      182    0.000    0.000    0.000    0.000 ir_utils.py:2392(is_setup_with)
       37    0.000    0.000    0.000    0.000 ir.py:147(count_spaces)
      202    0.000    0.000    0.000    0.000 ir_utils.py:1569(require)
      199    0.000    0.000    0.000    0.000 ir.py:267(define)
       34    0.000    0.000    0.000    0.000 utils.py:464(bit_length)
      416    0.000    0.000    0.000    0.000 values.py:1082(dereferenceable_or_null)
        7    0.000    0.000    0.000    0.000 typeinfer.py:1238(check_undef_var_in_calls)
        4    0.000    0.000    0.000    0.000 old_scalars.py:108(can_convert_to)
       27    0.000    0.000    0.000    0.000 <frozen _collections_abc>:989(__iter__)
      107    0.000    0.000    0.000    0.000 types.py:626(gep)
        1    0.000    0.000    0.000    0.000 listobject.py:81(ListStatus)
       19    0.000    0.000    0.000    0.000 __init__.py:404(_from_text)
        7    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 optional.py:1(<module>)
       30    0.000    0.000    0.000    0.000 setdecl.py:79(generic)
        1    0.000    0.000    0.000    0.000 interpreter.py:1917(op_UNPACK_SEQUENCE)
      511    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      330    0.000    0.000    0.000    0.000 value.py:129(is_function)
        7    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
        7    0.000    0.000    0.000    0.000 interpreter.py:1348(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:334(rewrite_single_backedge)
      140    0.000    0.000    0.000    0.000 itanium_mangler.py:95(<genexpr>)
      336    0.000    0.000    0.000    0.000 byteflow.py:1865(has_terminated)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:294(_module_repr)
       29    0.000    0.000    0.000    0.000 instructions.py:603(<genexpr>)
     16/8    0.000    0.000    0.000    0.000 ir_utils.py:2219(resolve_mod)
        7    0.000    0.000    0.000    0.000 controlflow.py:698(_find_in_loops)
        3    0.000    0.000    0.000    0.000 builder.py:818(switch)
        3    0.000    0.000    0.000    0.000 ir_utils.py:394(replace_vars_inner)
      129    0.000    0.000    0.000    0.000 types.py:232(__init__)
        4    0.000    0.000    0.000    0.000 byteflow.py:501(op_LOAD_ATTR)
      273    0.000    0.000    0.000    0.000 functions.py:694(key)
      416    0.000    0.000    0.000    0.000 values.py:1073(dereferenceable)
        1    0.000    0.000    0.000    0.000 zipfile.py:1255(__init__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:889(_find_arraycall)
      182    0.000    0.000    0.000    0.000 ir_utils.py:2408(is_pop_block)
       25    0.000    0.000    0.000    0.000 types.py:666(__init__)
       35    0.000    0.000    0.000    0.000 inline_closurecall.py:1584(State)
        3    0.000    0.000    0.000    0.000 old_models.py:376(__init__)
      229    0.000    0.000    0.000    0.000 compiler.py:361(__setattr__)
        1    0.000    0.000    0.000    0.000 dictobject.py:61(Status)
        1    0.000    0.000    0.000    0.000 executionengine.py:65(get_function_address)
        1    0.000    0.000    0.000    0.000 _parser.py:516(_parse)
       28    0.000    0.000    0.000    0.000 compiler_machinery.py:226(_debug_init)
    18/12    0.000    0.000    0.000    0.000 functools.py:725(<listcomp>)
        4    0.000    0.000    0.000    0.000 consts.py:47(_fail)
        1    0.000    0.000    0.000    0.000 pythonapi.py:232(incref)
        6    0.000    0.000    0.000    0.000 enum.py:1008(_find_new_)
       57    0.000    0.000    0.000    0.000 pathlib.py:147(splitroot)
        5    0.000    0.000    0.000    0.000 byteflow.py:1519(op_GET_ITER)
        1    0.000    0.000    0.000    0.000 typedlist.py:193(List)
        7    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        4    0.000    0.000    0.000    0.000 builder.py:851(ret_void)
        9    0.000    0.000    0.000    0.000 lowering.py:1409(<listcomp>)
        1    0.000    0.000    0.000    0.000 unicode_support.py:384(_PY_CTF)
      205    0.000    0.000    0.000    0.000 utils.py:233(top)
        3    0.000    0.000    0.000    0.000 interpreter.py:2710(op_BINARY_SUBSCR)
       14    0.000    0.000    0.000    0.000 typeinfer.py:1487(typeof_arg)
        7    0.000    0.000    0.000    0.000 type_annotations.py:56(__init__)
       84    0.000    0.000    0.000    0.000 templates.py:1318(<genexpr>)
     19/3    0.000    0.000    0.000    0.000 ir_utils.py:464(visit_vars_inner)
      110    0.000    0.000    0.000    0.000 templates.py:1276(Template)
        2    0.000    0.000    0.000    0.000 typing.py:866(__init__)
       17    0.000    0.000    0.000    0.000 old_models.py:336(__init__)
        1    0.000    0.000    0.000    0.000 context.py:25(NRTContext)
       43    0.000    0.000    0.000    0.000 ffi.py:292(__bool__)
      298    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      369    0.000    0.000    0.000    0.000 debuginfo.py:70(mark_location)
        7    0.000    0.000    0.000    0.000 lowering.py:119(pre_lower)
       30    0.000    0.000    0.000    0.000 old_builtins.py:543(generic)
        7    0.000    0.000    0.000    0.000 cpu.py:170(post_lowering)
       64    0.000    0.000    0.000    0.000 __init__.py:221(_for)
       39    0.000    0.000    0.000    0.000 typing.py:1320(__setattr__)
       11    0.000    0.000    0.000    0.000 ir.py:398(binop)
       60    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
       41    0.000    0.000    0.000    0.000 controlflow.py:429(dfs_rec)
       55    0.000    0.000    0.000    0.000 ir_utils.py:1909(is_operator_or_getitem)
      376    0.000    0.000    0.000    0.000 inspect.py:2734(kind)
        1    0.000    0.000    0.000    0.000 typeof.py:287(_typeof_nb_type)
       51    0.000    0.000    0.000    0.000 enum.py:828(__setattr__)
       14    0.000    0.000    0.000    0.000 ir.py:1165(__init__)
       50    0.000    0.000    0.000    0.000 ir.py:63(__str__)
       17    0.000    0.000    0.000    0.000 imputils.py:329(<listcomp>)
      183    0.000    0.000    0.000    0.000 bytecode.py:336(label_marker)
       30    0.000    0.000    0.000    0.000 old_mathimpl.py:123(unary_math_int_impl)
       16    0.000    0.000    0.000    0.000 inline_closurecall.py:192(_inline_stencil)
        5    0.000    0.000    0.000    0.000 arrayobj.py:174(normalize_indices)
       14    0.000    0.000    0.000    0.000 base.py:1140(push_code_library)
        6    0.000    0.000    0.000    0.000 array_exprs.py:66(_match_array_expr)
      261    0.000    0.000    0.000    0.000 values.py:1160(is_terminated)
      176    0.000    0.000    0.000    0.000 dis.py:183(_deoptop)
       69    0.000    0.000    0.000    0.000 enum.py:747(__delattr__)
        2    0.000    0.000    0.000    0.000 typing.py:1830(__class_getitem__)
      216    0.000    0.000    0.000    0.000 values.py:949(module)
        7    0.000    0.000    0.000    0.000 analysis.py:706(must_use_alloca)
      174    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 old_builtins.py:452(bool_sequence)
       22    0.000    0.000    0.000    0.000 lowering.py:79(call_conv)
        3    0.000    0.000    0.000    0.000 old_models.py:439(__init__)
       13    0.000    0.000    0.000    0.000 byteflow.py:602(op_STORE_FAST)
      269    0.000    0.000    0.000    0.000 instructions.py:111(callee)
        3    0.000    0.000    0.000    0.000 extending.py:245(overload_classmethod)
       35    0.000    0.000    0.000    0.000 containers.py:217(__iter__)
        5    0.000    0.000    0.000    0.000 byteflow.py:1556(op_BINARY_OP)
       42    0.000    0.000    0.000    0.000 <frozen _collections_abc>:835(__iter__)
     41/7    0.000    0.000    0.000    0.000 controlflow.py:640(_dfs_rec)
      364    0.000    0.000    0.000    0.000 byteflow.py:2222(<genexpr>)
      133    0.000    0.000    0.000    0.000 instructions.py:119(args)
       35    0.000    0.000    0.000    0.000 lowering.py:448(post_block)
      161    0.000    0.000    0.000    0.000 utils.py:411(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       77    0.000    0.000    0.000    0.000 analysis.py:611(rewrite_array_ndim)
       95    0.000    0.000    0.000    0.000 byteflow.py:309(_is_null_temp_reg)
        2    0.000    0.000    0.000    0.000 cgutils.py:805(is_scalar_zero)
       18    0.000    0.000    0.000    0.000 containers.py:34(__init__)
      193    0.000    0.000    0.000    0.000 misc.py:181(key)
       98    0.000    0.000    0.000    0.000 ssa.py:294(on_assign)
       18    0.000    0.000    0.000    0.000 enum.py:933(_check_for_existing_members_)
      211    0.000    0.000    0.000    0.000 contextlib.py:555(__enter__)
      150    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 instructions.py:283(__init__)
       24    0.000    0.000    0.000    0.000 ir.py:910(__str__)
      221    0.000    0.000    0.000    0.000 targetconfig.py:253(_guard_option)
       85    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        2    0.000    0.000    0.000    0.000 old_models.py:203(as_return)
       42    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       49    0.000    0.000    0.000    0.000 npytypes.py:514(is_precise)
       12    0.000    0.000    0.000    0.000 templates.py:829(get_impl_key)
       12    0.000    0.000    0.000    0.000 lowering.py:760(cast_result)
        2    0.000    0.000    0.000    0.000 arrayobj.py:141(store_item)
       49    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       49    0.000    0.000    0.000    0.000 bytecode.py:44(get_code_object)
        8    0.000    0.000    0.000    0.000 context.py:44(_check_null_result)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1418(typeof_setitem)
      210    0.000    0.000    0.000    0.000 containers.py:40(key)
       29    0.000    0.000    0.000    0.000 old_models.py:229(__init__)
        8    0.000    0.000    0.000    0.000 templates.py:542(get_args_kwargs)
       14    0.000    0.000    0.000    0.000 utils.py:244(enter)
      172    0.000    0.000    0.000    0.000 bytecode.py:117(<genexpr>)
        7    0.000    0.000    0.000    0.000 cpu_options.py:112(_get_values)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
      245    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
      2/1    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
        2    0.000    0.000    0.000    0.000 old_models.py:197(as_data)
      144    0.000    0.000    0.000    0.000 controlflow.py:548(<listcomp>)
        8    0.000    0.000    0.000    0.000 compiler_lock.py:52(require_global_compiler_lock)
        1    0.000    0.000    0.000    0.000 listdecl.py:30(ListAttribute)
       86    0.000    0.000    0.000    0.000 values.py:615(__hash__)
        7    0.000    0.000    0.000    0.000 {method 'compress' of 'zlib.Compress' objects}
        7    0.000    0.000    0.000    0.000 interpreter.py:2953(op_JUMP_BACKWARD)
        7    0.000    0.000    0.000    0.000 ir_utils.py:2188(warn_deprecated)
      263    0.000    0.000    0.000    0.000 abstract.py:479(key)
        3    0.000    0.000    0.000    0.000 old_models.py:82(load_from_data_pointer)
       32    0.000    0.000    0.000    0.000 typeinfer.py:767(<genexpr>)
        2    0.000    0.000    0.000    0.000 builder.py:1002(atomic_rmw)
        2    0.000    0.000    0.000    0.000 cgutils.py:794(_scalar_pred_against_zero)
      146    0.000    0.000    0.000    0.000 typeinfer.py:123(get)
        7    0.000    0.000    0.000    0.000 ssa.py:160(<listcomp>)
       20    0.000    0.000    0.000    0.000 builder.py:190(__init__)
        1    0.000    0.000    0.000    0.000 byteflow.py:1392(op_UNPACK_SEQUENCE)
       42    0.000    0.000    0.000    0.000 untyped_passes.py:181(get_analysis_usage)
      132    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
       66    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
       13    0.000    0.000    0.000    0.000 common.py:28(__init__)
        7    0.000    0.000    0.000    0.000 ir.py:1399(__init__)
        5    0.000    0.000    0.000    0.000 arrayobj.py:393(<listcomp>)
      128    0.000    0.000    0.000    0.000 __init__.py:256(<genexpr>)
